sample_id,session_id,official_split,proposed_independent_split,translation
zuuFlJktQAA--166,zuuFlJktQAA,train,test,are approved for such a use.
zuuFlJktQAA--167,zuuFlJktQAA,train,test,All kind of plastics give out harmful gases upon heating or burning.
zuuFlJktQAA--168,zuuFlJktQAA,train,test,These gases may cause many health problems.
zuuFlJktQAA--170,zuuFlJktQAA,train,test,The government has also laid down guidelines for recycling of plastics.
zuuFlJktQAA--171,zuuFlJktQAA,train,test,Paheli would like to suggest.
zuuFlJktQAA--172,zuuFlJktQAA,train,test,that containers used for storing poisonous substances.
zuuFlJktQAA--173,zuuFlJktQAA,train,test,shoud be recycled separately
zuuFlJktQAA--175,zuuFlJktQAA,train,test,You must have noticed that people often fill garbage in plastic bags and then throw it away.
zuuFlJktQAA--176,zuuFlJktQAA,train,test,"When stray animals look for food in these bags, they end up swallowing these. Sometimes..."
zuuFlJktQAA--177,zuuFlJktQAA,train,test,They die due to this.
zuuFlJktQAA--178,zuuFlJktQAA,train,test,The plastic bags thrown away carelessly on roads and other places.
zuuFlJktQAA--180,zuuFlJktQAA,train,test,and the sewers system.
nIjAEHi-6HU--1,nIjAEHi-6HU,train,train,C-I-E-T
nIjAEHi-6HU--2,nIjAEHi-6HU,train,train,NCERT presents
nIjAEHi-6HU--3,nIjAEHi-6HU,train,train,This is the lesson 1. Title
nIjAEHi-6HU--5,nIjAEHi-6HU,train,train,from page 1 to 7.
nIjAEHi-6HU--6,nIjAEHi-6HU,train,train,Let's listen to the lesson one.
nIjAEHi-6HU--7,nIjAEHi-6HU,train,train,What did you eat at home today?
nIjAEHi-6HU--9,nIjAEHi-6HU,train,train,Did you eat the same kind of food yesterday and today?
nIjAEHi-6HU--10,nIjAEHi-6HU,train,train,"We all eat different kinds of food at different times, isn't it?"
nIjAEHi-6HU--11,nIjAEHi-6HU,train,train,1.1
nIjAEHi-6HU--12,nIjAEHi-6HU,train,train,Food Variety
nIjAEHi-6HU--13,nIjAEHi-6HU,train,train,Activity 1
nIjAEHi-6HU--14,nIjAEHi-6HU,train,train,Ask your friends in the school about the items they would be eating during a day. See.
nIjAEHi-6HU--15,nIjAEHi-6HU,train,train,"If you can also get this information from friends, staying in different states of India."
nIjAEHi-6HU--16,nIjAEHi-6HU,train,train,List all the items in your notebook as given in table 1.1.
nIjAEHi-6HU--17,nIjAEHi-6HU,train,train,for as many friends as possible.
nIjAEHi-6HU--18,nIjAEHi-6HU,train,train,Table 1.1 What do we eat? Table 1.1
nIjAEHi-6HU--19,nIjAEHi-6HU,train,train,Name of the student or friend.
nIjAEHi-6HU--23,nIjAEHi-6HU,train,train,Different food items
nIjAEHi-6HU--24,nIjAEHi-6HU,train,train,There seems to be so much variety in the food that we eat. Figure 1.1
nIjAEHi-6HU--25,nIjAEHi-6HU,train,train,What are these food items made of?
nIjAEHi-6HU--26,nIjAEHi-6HU,train,train,Think about rice cooked at home.
nIjAEHi-6HU--29,nIjAEHi-6HU,train,train,Some food items are made with many ingredients.
nIjAEHi-6HU--30,nIjAEHi-6HU,train,train,"To prepare vegetable curry, we need different kinds of vegetables."
nIjAEHi-6HU--31,nIjAEHi-6HU,train,train,"salt, spices"
nIjAEHi-6HU--32,nIjAEHi-6HU,train,train,Oil and so on.
nIjAEHi-6HU--35,nIjAEHi-6HU,train,train,and try to find out what ingredients are used to prepare these.
nIjAEHi-6HU--37,nIjAEHi-6HU,train,train,List them in table 1.2.
nIjAEHi-6HU--38,nIjAEHi-6HU,train,train,Some examples are given here.
nIjAEHi-6HU--39,nIjAEHi-6HU,train,train,Add some more items to this list.
nIjAEHi-6HU--40,nIjAEHi-6HU,train,train,Table 1.2
nIjAEHi-6HU--41,nIjAEHi-6HU,train,train,Food items and their ingredients
nIjAEHi-6HU--43,nIjAEHi-6HU,train,train,Column 2 Ingredients
nIjAEHi-6HU--44,nIjAEHi-6HU,train,train,Food item Roti or chapati Ingredients
nIjAEHi-6HU--45,nIjAEHi-6HU,train,train,"aata, water"
nIjAEHi-6HU--46,nIjAEHi-6HU,train,train,Food item Dal Ingredients Pulse Water Salt Oil or ghee Spices
nIjAEHi-6HU--48,nIjAEHi-6HU,train,train,What do we find?
nIjAEHi-6HU--49,nIjAEHi-6HU,train,train,Do we find some ingredients common for different food items?
nIjAEHi-6HU--50,nIjAEHi-6HU,train,train,Discuss in class.
nIjAEHi-6HU--54,nIjAEHi-6HU,train,train,that we listed in table 1.2.
nIjAEHi-6HU--55,nIjAEHi-6HU,train,train,Fruits and vegetables
nIjAEHi-6HU--56,nIjAEHi-6HU,train,train,"For instance,"
nIjAEHi-6HU--57,nIjAEHi-6HU,train,train,Figure 1.28
nIjAEHi-6HU--58,nIjAEHi-6HU,train,train,Where do they come from?
nIjAEHi-6HU--59,nIjAEHi-6HU,train,train,Plants of course.
nIjAEHi-6HU--61,nIjAEHi-6HU,train,train,"You may have seen paddy or wheat fields with rows and rows of plants, which give us these grains."
nIjAEHi-6HU--63,nIjAEHi-6HU,train,train,"And then there are food items like milk, eggs and meat which come from animals."
nIjAEHi-6HU--64,nIjAEHi-6HU,train,train,Figure 1.2 B
nIjAEHi-6HU--65,nIjAEHi-6HU,train,train,Figure 1.2 shows sources of food ingredients.
nIjAEHi-6HU--66,nIjAEHi-6HU,train,train,"FIGURE 1.2A, Plant Sources"
nIjAEHi-6HU--67,nIjAEHi-6HU,train,train,Different fruits and cooked food is shown in this figure.
nIjAEHi-6HU--71,nIjAEHi-6HU,train,train,Activity 3 Let us take the food items.
nIjAEHi-6HU--72,nIjAEHi-6HU,train,train,listed earlier and try to find out where they come from.
nIjAEHi-6HU--73,nIjAEHi-6HU,train,train,the ingredients and their sources.
nIjAEHi-6HU--74,nIjAEHi-6HU,train,train,Some examples are shown in table 1.3.
nIjAEHi-6HU--76,nIjAEHi-6HU,train,train,Fill in the blanks in table 1.3
nIjAEHi-6HU--77,nIjAEHi-6HU,train,train,and add more examples to this list.
nIjAEHi-6HU--78,nIjAEHi-6HU,train,train,Table 1.3 Ingredients used to
nIjAEHi-6HU--80,nIjAEHi-6HU,train,train,There are three columns.
nIjAEHi-6HU--81,nIjAEHi-6HU,train,train,"Column 1, food item, column 2, ingredients, column 3, sources."
nIjAEHi-6HU--82,nIjAEHi-6HU,train,train,"food item, idli"
nIjAEHi-6HU--83,nIjAEHi-6HU,train,train,"Ingredients, rice"
nIjAEHi-6HU--84,nIjAEHi-6HU,train,train,"sources, plant"
nIjAEHi-6HU--85,nIjAEHi-6HU,train,train,INGREDIENTS urad DAL Sources
nIjAEHi-6HU--86,nIjAEHi-6HU,train,train,blank
nIjAEHi-6HU--87,nIjAEHi-6HU,train,train,Ingredients Salt Sources Blank
nIjAEHi-6HU--89,nIjAEHi-6HU,train,train,"sources, blank."
nIjAEHi-6HU--90,nIjAEHi-6HU,train,train,"Food item, Chicken Curry"
nIjAEHi-6HU--91,nIjAEHi-6HU,train,train,"Ingredients, Chicken"
nIjAEHi-6HU--92,nIjAEHi-6HU,train,train,"Sources, Animal"
nIjAEHi-6HU--93,nIjAEHi-6HU,train,train,"Ingredients, Spices,"
nIjAEHi-6HU--94,nIjAEHi-6HU,train,train,"sources, blank"
nIjAEHi-6HU--95,nIjAEHi-6HU,train,train,Ingredients Oil or ghee Sources Plants or animals Ingredients
nIjAEHi-6HU--96,nIjAEHi-6HU,train,train,"water, sources, blank"
nIjAEHi-6HU--97,nIjAEHi-6HU,train,train,"Ingredients, milk, spices,"
nIjAEHi-6HU--99,nIjAEHi-6HU,train,train,"Ingredients, Rice, Sources, Plant, Ingredients, Sugar,"
nIjAEHi-6HU--100,nIjAEHi-6HU,train,train,"sources, blank."
nIjAEHi-6HU--101,nIjAEHi-6HU,train,train,Figure 1.3
nIjAEHi-6HU--102,nIjAEHi-6HU,train,train,a paddy field in this figure a paddy field is shown.
nIjAEHi-6HU--104,nIjAEHi-6HU,train,train,Wheat grains transported in this figure.
nIjAEHi-6HU--105,nIjAEHi-6HU,train,train,A farmer is carrying wheat grains on his bullock card.
nIjAEHi-6HU--106,nIjAEHi-6HU,train,train,Page 3
nIjAEHi-6HU--110,nIjAEHi-6HU,train,train,vegetables and fruits.
nIjAEHi-6HU--111,nIjAEHi-6HU,train,train,Animals provide us with milk.
nIjAEHi-6HU--113,nIjAEHi-6HU,train,train,"cows, goats and buffalos are some common animals which give us milk."
nIjAEHi-6HU--116,nIjAEHi-6HU,train,train,Are used all over the world.
nIjAEHi-6HU--117,nIjAEHi-6HU,train,train,Can you name some other animals which gave us milk?
nIjAEHi-6HU--118,nIjAEHi-6HU,train,train,1.3
nIjAEHi-6HU--119,nIjAEHi-6HU,train,train,plant parts and animal products as food
nIjAEHi-6HU--120,nIjAEHi-6HU,train,train,Plants are one source of our food.
nIjAEHi-6HU--121,nIjAEHi-6HU,train,train,Which parts of a plant?
nIjAEHi-6HU--123,nIjAEHi-6HU,train,train,We eat fruits of some plants. Sometimes roots.
nIjAEHi-6HU--124,nIjAEHi-6HU,train,train,Sometimes stems.
nIjAEHi-6HU--125,nIjAEHi-6HU,train,train,and even flowers.
nIjAEHi-6HU--127,nIjAEHi-6HU,train,train,Have you ever eaten pumpkin flowers dipped in rice paste and fried? Try it.
nIjAEHi-6HU--128,nIjAEHi-6HU,train,train,Some plants have two or more edible.
nIjAEHi-6HU--130,nIjAEHi-6HU,train,train,Seeds of mustard plants give us oil and the leaves are used as a vegetable.
nIjAEHi-6HU--131,nIjAEHi-6HU,train,train,Can you think of the different parts of a banana plant that are used as food?
nIjAEHi-6HU--132,nIjAEHi-6HU,train,train,Think of more examples where...
nIjAEHi-6HU--133,nIjAEHi-6HU,train,train,Two or more parts of a single plant are used as food.
nIjAEHi-6HU--134,nIjAEHi-6HU,train,train,Figure 1.4 shows
nIjAEHi-6HU--135,nIjAEHi-6HU,train,train,different edible parts of plants.
nIjAEHi-6HU--136,nIjAEHi-6HU,train,train,It is divided into two broad categories.
nIjAEHi-6HU--137,nIjAEHi-6HU,train,train,Root system and shoot system.
nIjAEHi-6HU--138,nIjAEHi-6HU,train,train,Root system is subdivided as
nIjAEHi-6HU--139,nIjAEHi-6HU,train,train,"primary root and secondary root, shoot system"
nIjAEHi-6HU--140,nIjAEHi-6HU,train,train,is subdivided as
nIjAEHi-6HU--141,nIjAEHi-6HU,train,train,"bud,  node"
nIjAEHi-6HU--142,nIjAEHi-6HU,train,train,leaf stem
nIjAEHi-6HU--144,nIjAEHi-6HU,train,train,Here is a picture of Paheli. She wants to know if any of our food comes from sources other than plants and animals.
nIjAEHi-6HU--145,nIjAEHi-6HU,train,train,Table 1.4
nIjAEHi-6HU--146,nIjAEHi-6HU,train,train,plant parts as food
nIjAEHi-6HU--147,nIjAEHi-6HU,train,train,There are three columns.
nIjAEHi-6HU--148,nIjAEHi-6HU,train,train,column 1
nIjAEHi-6HU--149,nIjAEHi-6HU,train,train,Food item with plant as the major source
nIjAEHi-6HU--151,nIjAEHi-6HU,train,train,Column 3 Plant part
nIjAEHi-6HU--153,nIjAEHi-6HU,train,train,1. Brinjal Curry
nIjAEHi-6HU--154,nIjAEHi-6HU,train,train,Ingredients or Sour
nIjAEHi-6HU--155,nIjAEHi-6HU,train,train,Bringer
nIjAEHi-6HU--156,nIjAEHi-6HU,train,train,plant part which gives us the ingredient fruit.
nIjAEHi-6HU--157,nIjAEHi-6HU,train,train,Ingredient chilli as spice or any other
nIjAEHi-6HU--158,nIjAEHi-6HU,train,train,plant part which gives us the ingredient fruit.
nIjAEHi-6HU--159,nIjAEHi-6HU,train,train,"Ingredients Oil from Groundnut, Mustard, Soya Bean,"
nIjAEHi-6HU--160,nIjAEHi-6HU,train,train,and any other plant.
nIjAEHi-6HU--161,nIjAEHi-6HU,train,train,Plant part which gives us the ingredient seed.
nIjAEHi-6HU--162,nIjAEHi-6HU,train,train,Number 2 and number 3 are left for your activity. Page 4.
nIjAEHi-6HU--163,nIjAEHi-6HU,train,train,Here is a picture showing
nIjAEHi-6HU--164,nIjAEHi-6HU,train,train,Do not try to taste unknown plants around you to see if they are edible.
nIjAEHi-6HU--165,nIjAEHi-6HU,train,train,some plants could be poisonous activity 4
nIjAEHi-6HU--166,nIjAEHi-6HU,train,train,From all the four items you have listed in table 1.3
nIjAEHi-6HU--170,nIjAEHi-6HU,train,train,Activity 5
nIjAEHi-6HU--171,nIjAEHi-6HU,train,train,Take some dry seeds of moong or chana.
nIjAEHi-6HU--172,nIjAEHi-6HU,train,train,Put a small quantity of seeds in a container filled with water.
nIjAEHi-6HU--173,nIjAEHi-6HU,train,train,and leave this aside for a day. Next day.
nIjAEHi-6HU--175,nIjAEHi-6HU,train,train,Wrap them with a piece of wet cloth.
nIjAEHi-6HU--176,nIjAEHi-6HU,train,train,and set aside.
nIjAEHi-6HU--177,nIjAEHi-6HU,train,train,"The following day, do you observe any changes in the seats?"
nIjAEHi-6HU--178,nIjAEHi-6HU,train,train,"Figure 1.5 shows, whole moong and its sprouts."
nIjAEHi-6HU--179,nIjAEHi-6HU,train,train,"A small white structure may have grown out of the seeds. If so,"
nIjAEHi-6HU--180,nIjAEHi-6HU,train,train,The seats have sprouted.
nIjAEHi-6HU--181,nIjAEHi-6HU,train,train,"Figure 1.5 and figure 1.6. If not, the"
nIjAEHi-6HU--182,nIjAEHi-6HU,train,train,"Wash the seeds in water, drain the water and leave them aside for another day."
nIjAEHi-6HU--185,nIjAEHi-6HU,train,train,"After washing these sprouted seeds, you can eat them."
nIjAEHi-6HU--186,nIjAEHi-6HU,train,train,They can also be boiled.
nIjAEHi-6HU--187,nIjAEHi-6HU,train,train,Have you seen a beehive?
nIjAEHi-6HU--188,nIjAEHi-6HU,train,train,where so many bees keep buzzing about
nIjAEHi-6HU--189,nIjAEHi-6HU,train,train,Intro
nIjAEHi-6HU--190,nIjAEHi-6HU,train,train,Bees collect nectar means sweet juices from flowers.
nIjAEHi-6HU--191,nIjAEHi-6HU,train,train,Convert it into honey and store it in their hive.
nIjAEHi-6HU--192,nIjAEHi-6HU,train,train,...as shown in figure 1.7.
nIjAEHi-6HU--193,nIjAEHi-6HU,train,train,Flowers and their nectar may be available only for a part of the year.
nIjAEHi-6HU--194,nIjAEHi-6HU,train,train,"So, bees stored this nectar for their use all through the year."
nIjAEHi-6HU--195,nIjAEHi-6HU,train,train,"when we find such a behive, we"
nIjAEHi-6HU--198,nIjAEHi-6HU,train,train,1.5 2. What do animals eat?
nIjAEHi-6HU--199,nIjAEHi-6HU,train,train,Do you have cattle or a pet?
nIjAEHi-6HU--200,nIjAEHi-6HU,train,train,that you take care of a dog
nIjAEHi-6HU--202,nIjAEHi-6HU,train,train,or a goat.
nIjAEHi-6HU--203,nIjAEHi-6HU,train,train,page 5
nIjAEHi-6HU--204,nIjAEHi-6HU,train,train,You will then surely be aware of the food the animal eats.
nIjAEHi-6HU--205,nIjAEHi-6HU,train,train,"What about other animals? Have you ever observed what a squirrel, pigeon, lizard?"
nIjAEHi-6HU--206,nIjAEHi-6HU,train,train,or a small insect may be eating as their food.
nIjAEHi-6HU--207,nIjAEHi-6HU,train,train,Activity 6
nIjAEHi-6HU--209,nIjAEHi-6HU,train,train,"For some of them, the type of food they eat."
nIjAEHi-6HU--211,nIjAEHi-6HU,train,train,Fill in the blanks in the table.
nIjAEHi-6HU--212,nIjAEHi-6HU,train,train,Table 1.5
nIjAEHi-6HU--213,nIjAEHi-6HU,train,train,Animals and their food.
nIjAEHi-6HU--214,nIjAEHi-6HU,train,train,There are two columns.
nIjAEHi-6HU--215,nIjAEHi-6HU,train,train,Name of the animal and food the animal eats.
nIjAEHi-6HU--216,nIjAEHi-6HU,train,train,buffalo eats grass
nIjAEHi-6HU--217,nIjAEHi-6HU,train,train,Oil cake Oil cake
nIjAEHi-6HU--218,nIjAEHi-6HU,train,train,grains
nIjAEHi-6HU--219,nIjAEHi-6HU,train,train,cat eats
nIjAEHi-6HU--220,nIjAEHi-6HU,train,train,Small animals
nIjAEHi-6HU--221,nIjAEHi-6HU,train,train,rat eats blank
nIjAEHi-6HU--223,nIjAEHi-6HU,train,train,Activity 7
nIjAEHi-6HU--224,nIjAEHi-6HU,train,train,Have a look again at table 1.5 and group the animals entered here as follows.
nIjAEHi-6HU--225,nIjAEHi-6HU,train,train,place animals which eat only plants.
nIjAEHi-6HU--226,nIjAEHi-6HU,train,train,or plant products in group 1.
nIjAEHi-6HU--227,nIjAEHi-6HU,train,train,These are called herbivores.
nIjAEHi-6HU--229,nIjAEHi-6HU,train,train,Place these in Group 2.
nIjAEHi-6HU--230,nIjAEHi-6HU,train,train,These animals are called carnivores. Do you find some animals?
nIjAEHi-6HU--231,nIjAEHi-6HU,train,train,which eat both plants and animals?
nIjAEHi-6HU--233,nIjAEHi-6HU,train,train,omnivores
nIjAEHi-6HU--236,nIjAEHi-6HU,train,train,table 1.6. There are three columns.
nIjAEHi-6HU--237,nIjAEHi-6HU,train,train,herbivores
nIjAEHi-6HU--238,nIjAEHi-6HU,train,train,Carnivores Omnivores
nIjAEHi-6HU--240,nIjAEHi-6HU,train,train,"In column herbivores, cow"
nIjAEHi-6HU--242,nIjAEHi-6HU,train,train,Rest blanks are left for your activity.
nIjAEHi-6HU--243,nIjAEHi-6HU,train,train,Here is a picture of Paheli.
nIjAEHi-6HU--244,nIjAEHi-6HU,train,train,She wants to know where you would place human beings while filling table 1.6.
nIjAEHi-6HU--245,nIjAEHi-6HU,train,train,We know that there are many amongst us who do not get sufficient food.
nIjAEHi-6HU--247,nIjAEHi-6HU,train,train,We need to find ways by which more food can be produced in the country. That will not be enough.
nIjAEHi-6HU--248,nIjAEHi-6HU,train,train,We will need to find ways to ensure that this food is made easily available to each one of us.
nIjAEHi-6HU--249,nIjAEHi-6HU,train,train,Key notes
nIjAEHi-6HU--250,nIjAEHi-6HU,train,train,Ingredients
nIjAEHi-6HU--251,nIjAEHi-6HU,train,train,edible
nIjAEHi-6HU--252,nIjAEHi-6HU,train,train,nectar
nIjAEHi-6HU--253,nIjAEHi-6HU,train,train,Sprouted seeds
nIjAEHi-6HU--254,nIjAEHi-6HU,train,train,herbivore
nIjAEHi-6HU--255,nIjAEHi-6HU,train,train,carnivore
nIjAEHi-6HU--256,nIjAEHi-6HU,train,train,onmivore
nIjAEHi-6HU--257,nIjAEHi-6HU,train,train,summary
nIjAEHi-6HU--259,nIjAEHi-6HU,train,train,The main sources of our food are plants and animals.
nIjAEHi-6HU--260,nIjAEHi-6HU,train,train,Animals which eat only plants are called herbivores.
nIjAEHi-6HU--261,nIjAEHi-6HU,train,train,Animals which eat only animals are called carnivores.
nIjAEHi-6HU--262,nIjAEHi-6HU,train,train,Animals which eat both plants as well as other animals are called Omnivores.
nIjAEHi-6HU--263,nIjAEHi-6HU,train,train,Exercises
nIjAEHi-6HU--264,nIjAEHi-6HU,train,train,1
nIjAEHi-6HU--265,nIjAEHi-6HU,train,train,Do you find that all living beings need the same kind of food? Two.
nIjAEHi-6HU--266,nIjAEHi-6HU,train,train,Name 5 plants and their parts that we eat.
nIjAEHi-6HU--267,nIjAEHi-6HU,train,train,Three
nIjAEHi-6HU--268,nIjAEHi-6HU,train,train,match the items given in column A with that in column B.
nIjAEHi-6HU--269,nIjAEHi-6HU,train,train,Column E Milk
nIjAEHi-6HU--270,nIjAEHi-6HU,train,train,"curd, paneer, ghee"
nIjAEHi-6HU--271,nIjAEHi-6HU,train,train,column B
nIjAEHi-6HU--272,nIjAEHi-6HU,train,train,Eat other animals.
nIjAEHi-6HU--273,nIjAEHi-6HU,train,train,"column A, spinach"
nIjAEHi-6HU--275,nIjAEHi-6HU,train,train,column B
nIjAEHi-6HU--277,nIjAEHi-6HU,train,train,Lions and Tigers
nIjAEHi-6HU--278,nIjAEHi-6HU,train,train,Column B
nIjAEHi-6HU--284,nIjAEHi-6HU,train,train,Fill up the blanks with the words given.
nIjAEHi-6HU--286,nIjAEHi-6HU,train,train,plant
nIjAEHi-6HU--287,nIjAEHi-6HU,train,train,"milk, sugarcane"
nIjAEHi-6HU--288,nIjAEHi-6HU,train,train,carnivore
nIjAEHi-6HU--289,nIjAEHi-6HU,train,train,A
nIjAEHi-6HU--290,nIjAEHi-6HU,train,train,Tiger is a blank because it eats only meat. Beer eats only plant products and so is called blank.
nIjAEHi-6HU--291,nIjAEHi-6HU,train,train,C. Parrot eats only
nIjAEHi-6HU--292,nIjAEHi-6HU,train,train,blank products. D
nIjAEHi-6HU--293,nIjAEHi-6HU,train,train,The blank That we drink
nIjAEHi-6HU--294,nIjAEHi-6HU,train,train,"which comes from cows, buffaloes and goats is an animal product. E"
nIjAEHi-6HU--295,nIjAEHi-6HU,train,train,We get sugar from blank.
nIjAEHi-6HU--296,nIjAEHi-6HU,train,train,Suggested projects and activities. 1.
nIjAEHi-6HU--297,nIjAEHi-6HU,train,train,You must have seen a garden lizard around your home.
nIjAEHi-6HU--298,nIjAEHi-6HU,train,train,"Next time, whenever you see it, observe carefully and find out what it takes for food."
nIjAEHi-6HU--300,nIjAEHi-6HU,train,train,Make a list with pictures when possible or for items generally taken by people of different regions of India.
nIjAEHi-6HU--301,nIjAEHi-6HU,train,train,Place these on a large outline map of India to display in your classroom. Tree.
nIjAEHi-6HU--303,nIjAEHi-6HU,train,train,For
nIjAEHi-6HU--304,nIjAEHi-6HU,train,train,"In Chapter 10, you will find out ways of measuring length of curved lines."
nIjAEHi-6HU--305,nIjAEHi-6HU,train,train,"In your mathematics classes, you will learn to prepare bar graphs."
nIjAEHi-6HU--306,nIjAEHi-6HU,train,train,"After you learn these, try the following interesting project."
nIjAEHi-6HU--307,nIjAEHi-6HU,train,train,Prepare some sprouts of moong as discussed in the chapter.
nIjAEHi-6HU--308,nIjAEHi-6HU,train,train,Wash them in water every day and drain all the water.
nIjAEHi-6HU--309,nIjAEHi-6HU,train,train,Let them grow for a week until the hole of the seeds grow into young plants.
nIjAEHi-6HU--310,nIjAEHi-6HU,train,train,Measure the lengths of the sprouts every day using a string.
nIjAEHi-6HU--311,nIjAEHi-6HU,train,train,Take care that they do not break.
nIjAEHi-6HU--312,nIjAEHi-6HU,train,train,Prepare a bar graph of the number of sprouts having lengths in different ranges. Things to think
nIjAEHi-6HU--313,nIjAEHi-6HU,train,train,Think about.
nIjAEHi-6HU--314,nIjAEHi-6HU,train,train,"Does everyone around you get enough food to eat? If not, why? 2 What...?"
7CuBSDLjfIo--0,7CuBSDLjfIo,train,train,For class 6
7CuBSDLjfIo--1,7CuBSDLjfIo,train,train,"Entitled, Science 1 This is the lesson."
7CuBSDLjfIo--3,7CuBSDLjfIo,train,train,Title
7CuBSDLjfIo--5,7CuBSDLjfIo,train,train,Page 52
7CuBSDLjfIo--6,7CuBSDLjfIo,train,train,Getting to know plants. Go outside and observe all the plants around you.
7CuBSDLjfIo--8,7CuBSDLjfIo,train,train,"Do you see that some plants are small, some very big?"
7CuBSDLjfIo--9,7CuBSDLjfIo,train,train,While some are just patches of green on the soil.
7CuBSDLjfIo--11,7CuBSDLjfIo,train,train,While some others have reddish ones
7CuBSDLjfIo--12,7CuBSDLjfIo,train,train,Some have huge red flowers.
7CuBSDLjfIo--13,7CuBSDLjfIo,train,train,Some have tiny blue ones.
7CuBSDLjfIo--15,7CuBSDLjfIo,train,train,We do see a variety of plants.
7CuBSDLjfIo--16,7CuBSDLjfIo,train,train,existing all around us.
7CuBSDLjfIo--20,7CuBSDLjfIo,train,train,the different parts of any plant.
7CuBSDLjfIo--21,7CuBSDLjfIo,train,train,This will help us understand.
7CuBSDLjfIo--22,7CuBSDLjfIo,train,train,The difference is between plants of different kinds.
7CuBSDLjfIo--23,7CuBSDLjfIo,train,train,Can you label the stem? branch
7CuBSDLjfIo--24,7CuBSDLjfIo,train,train,root
7CuBSDLjfIo--25,7CuBSDLjfIo,train,train,Leave
7CuBSDLjfIo--26,7CuBSDLjfIo,train,train,flower
7CuBSDLjfIo--29,7CuBSDLjfIo,train,train,Figure 7.1
7CuBSDLjfIo--30,7CuBSDLjfIo,train,train,a nature walk.
7CuBSDLjfIo--31,7CuBSDLjfIo,train,train,7.1
7CuBSDLjfIo--33,7CuBSDLjfIo,train,train,Shrubs
7CuBSDLjfIo--34,7CuBSDLjfIo,train,train,and trees.
7CuBSDLjfIo--35,7CuBSDLjfIo,train,train,Look closely at the stem and branches of 1
7CuBSDLjfIo--36,7CuBSDLjfIo,train,train,Plants much smaller than you?
7CuBSDLjfIo--37,7CuBSDLjfIo,train,train,2. Plants that are about your size
7CuBSDLjfIo--39,7CuBSDLjfIo,train,train,Plants which are much taller than you.
7CuBSDLjfIo--41,7CuBSDLjfIo,train,train,to see if they are tender or hard.
7CuBSDLjfIo--43,7CuBSDLjfIo,train,train,Parts of a plant.
7CuBSDLjfIo--44,7CuBSDLjfIo,train,train,page 53.
7CuBSDLjfIo--46,7CuBSDLjfIo,train,train,of plants.
7CuBSDLjfIo--47,7CuBSDLjfIo,train,train,The table is divided into different columns.
7CuBSDLjfIo--48,7CuBSDLjfIo,train,train,named as plant name
7CuBSDLjfIo--49,7CuBSDLjfIo,train,train,Column 1 height
7CuBSDLjfIo--50,7CuBSDLjfIo,train,train,Column 2 STEM
7CuBSDLjfIo--51,7CuBSDLjfIo,train,train,column 3
7CuBSDLjfIo--52,7CuBSDLjfIo,train,train,Where do the branches appear?
7CuBSDLjfIo--53,7CuBSDLjfIo,train,train,column 4
7CuBSDLjfIo--54,7CuBSDLjfIo,train,train,Column 2 is subdivided into 4 categories.
7CuBSDLjfIo--55,7CuBSDLjfIo,train,train,Green
7CuBSDLjfIo--56,7CuBSDLjfIo,train,train,Tender
7CuBSDLjfIo--57,7CuBSDLjfIo,train,train,hard
7CuBSDLjfIo--58,7CuBSDLjfIo,train,train,Column 3
7CuBSDLjfIo--59,7CuBSDLjfIo,train,train,is also subdivided into 2.
7CuBSDLjfIo--60,7CuBSDLjfIo,train,train,Add the base of the stem
7CuBSDLjfIo--61,7CuBSDLjfIo,train,train,Higher up on the stem.
7CuBSDLjfIo--62,7CuBSDLjfIo,train,train,tomato
7CuBSDLjfIo--65,7CuBSDLjfIo,train,train,Yes!
7CuBSDLjfIo--66,7CuBSDLjfIo,train,train,Category of plant
7CuBSDLjfIo--67,7CuBSDLjfIo,train,train,herb
7CuBSDLjfIo--68,7CuBSDLjfIo,train,train,Mango Height
7CuBSDLjfIo--70,7CuBSDLjfIo,train,train,Yes. Hard.
7CuBSDLjfIo--71,7CuBSDLjfIo,train,train,Yes!
7CuBSDLjfIo--72,7CuBSDLjfIo,train,train,Higher up on the stem
7CuBSDLjfIo--73,7CuBSDLjfIo,train,train,Yes!
7CuBSDLjfIo--74,7CuBSDLjfIo,train,train,Category of plant
7CuBSDLjfIo--76,7CuBSDLjfIo,train,train,Lemon
7CuBSDLjfIo--77,7CuBSDLjfIo,train,train,Height
7CuBSDLjfIo--78,7CuBSDLjfIo,train,train,about my height Hard
7CuBSDLjfIo--79,7CuBSDLjfIo,train,train,Yes.
7CuBSDLjfIo--80,7CuBSDLjfIo,train,train,at the base of the stem.
7CuBSDLjfIo--81,7CuBSDLjfIo,train,train,Yes!
7CuBSDLjfIo--82,7CuBSDLjfIo,train,train,Category of plant
7CuBSDLjfIo--83,7CuBSDLjfIo,train,train,Shrub.
7CuBSDLjfIo--84,7CuBSDLjfIo,train,train,Rest of the table is left blank for your observation. Complete it. Take care.
7CuBSDLjfIo--85,7CuBSDLjfIo,train,train,That the stem does not break.
7CuBSDLjfIo--86,7CuBSDLjfIo,train,train,Hug the tall plants to see.
7CuBSDLjfIo--87,7CuBSDLjfIo,train,train,How thick their stems are?
7CuBSDLjfIo--88,7CuBSDLjfIo,train,train,We also need to notice from where the branches grow in some plants close to the ground or higher up on the stem.
