duplicate_type,key,occurrence_count,classification,description
CROSS_SPLIT_SENTENCE_OVERLAP,"as many more plants survived. However,",2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,and trained for the army.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,page number 54.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,wanted to attack the Virgis. He sent his minister named...,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,keywords,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,archaeologists have found palaces in the settlements of the Jhanpadhas.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Let's discuss,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,"The other landed outside a Rishis ashram, a little distance away.",2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,"Just then, the Rishi entered the Ashram.",2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,He welcomes people to the ashram.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,which one or the following sums up the story best?,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Carbon dioxide,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Full,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Area and its boundary.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,"A, B, C, D, E and F.",2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Page 128.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Puzzle,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Imagine.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Ashram,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Let's discuss.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Yes or No?,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,agitate,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,court,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Foot,2,REVIEW,"Identical English target appears in test, val"
CROSS_SPLIT_SENTENCE_OVERLAP,The tree has fruit.,2,REVIEW,"Identical English target appears in test, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Page 30,2,REVIEW,"Identical English target appears in test, val"
CROSS_SPLIT_SENTENCE_OVERLAP,and then in English.,2,REVIEW,"Identical English target appears in test, val"
CROSS_SPLIT_SENTENCE_OVERLAP,discussion,2,REVIEW,"Identical English target appears in test, val"
CROSS_SPLIT_SENTENCE_OVERLAP,"Body ache, painful joints",2,REVIEW,"Identical English target appears in test, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Then you can share my food.,2,REVIEW,"Identical English target appears in test, val"
CROSS_SPLIT_SENTENCE_OVERLAP,She saw the mongoose sitting outside as if waiting for her.,2,REVIEW,"Identical English target appears in test, val"
CROSS_SPLIT_SENTENCE_OVERLAP,"Don't be afraid, he said.",2,REVIEW,"Identical English target appears in test, val"
CROSS_SPLIT_SENTENCE_OVERLAP,and minerals from the soil.,2,REVIEW,"Identical English target appears in test, val"
CROSS_SPLIT_SENTENCE_OVERLAP,and tapioca,2,REVIEW,"Identical English target appears in test, val"
